Timestamp,Human readable date (America/Los_Angeles),accuracy,alerts,battery,cellstr,connecttime,new-variable-1,new-variable,daily,hourly,maxmin,resets,temp,towers,context_accuracy,context_alerts,context_battery,context_cellstr,context_connecttime,context_new-variable-1,context_new-variable,context_daily,context_hourly,context_maxmin,context_resets,context_temp,context_towers,created_at_accuracy,created_at_alerts,created_at_battery,created_at_cellstr,created_at_connecttime,created_at_new-variable-1,created_at_new-variable,created_at_daily,created_at_hourly,created_at_maxmin,created_at_resets,created_at_temp,created_at_towers
1653526921000,2022-05-25 18:02:01,,0.0,94.0,,48.0,40.0,5.0,40.0,5.0,2.0,1.0,82.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653526973176,1653526973176,,1653526973176,1653527373913,1653527370103,1653526973176,1653526973176,1653526973176,1653526973176,1653526973176,
1653523201000,2022-05-25 17:00:01,,0.0,96.0,,78.0,35.0,0.0,35.0,0.0,2.0,1.0,82.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653523253811,1653523253811,,1653523253811,1653523599416,1653523630459,1653523253811,1653523253811,1653523253811,1653523253811,1653523253811,
1653519346000,2022-05-25 15:55:46,,0.0,96.0,,16.0,35.0,1.0,35.0,1.0,2.0,1.0,82.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653519804724,1653519804724,,1653519804724,1653519824777,1653519841630,1653519804724,1653519804724,1653519804724,1653519804724,1653519804724,
1653515800000,2022-05-25 14:56:40,,0.0,95.0,,62.0,34.0,2.0,34.0,2.0,2.0,1.0,84.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653516021975,1653516021975,,1653516021975,1653516169847,1653516072231,1653516021975,1653516021975,1653516021975,1653516021975,1653516021975,
1653512400000,2022-05-25 14:00:00,,0.0,96.0,,17.0,32.0,5.0,32.0,5.0,2.0,1.0,91.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653512467674,1653512467674,,1653512467674,1653512606045,1653512686583,1653512467674,1653512467674,1653512467674,1653512467674,1653512467674,
1653508790000,2022-05-25 12:59:50,,0.0,98.0,,26.0,27.0,10.0,27.0,10.0,5.0,1.0,80.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653508822786,1653508822786,,1653508822786,1653508849303,1653509295319,1653508822786,1653508822786,1653508822786,1653508822786,1653508822786,
1653504771000,2022-05-25 11:52:51,,0.0,94.0,,31.0,17.0,9.0,17.0,9.0,3.0,1.0,82.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653505231322,1653505231322,,1653505231322,1653505932394,1653505553653,1653505231322,1653505231322,1653505231322,1653505231322,1653505231322,
1653501521000,2022-05-25 10:58:41,,0.0,94.0,,20.0,8.0,2.0,8.0,2.0,2.0,1.0,80.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653501635788,1653501635788,,1653501635788,1653502273866,1653502262929,1653501635788,1653501635788,1653501635788,1653501635788,1653501635788,
1653494757000,2022-05-25 09:05:57,,0.0,95.0,,35.0,6.0,1.0,6.0,1.0,2.0,1.0,77.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653498032998,1653498032998,,1653498032998,1653498476697,1653498472708,1653498032998,1653498032998,1653498032998,1653498032998,1653498032998,
1653492349000,2022-05-25 08:25:49,,0.0,95.0,,60.0,5.0,2.0,5.0,2.0,3.0,1.0,75.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653494439714,1653494439714,,1653494439714,1653494764216,1653494655815,1653494439714,1653494439714,1653494439714,1653494439714,1653494439714,
1653488847000,2022-05-25 07:27:27,,32.0,96.0,,201.0,3.0,3.0,3.0,3.0,2.0,1.0,75.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653490865234,1653490865234,,1653490865234,1653491121907,1653491070026,1653490865234,1653490865234,1653490865234,1653490865234,1653490865234,
1653487382000,2022-05-25 07:03:02,,32.0,,,,,,,,,,,,,{},,,,,,,,,,,,,1653487414329,,,,,,,,,,,
1653487201000,2022-05-25 07:00:01,,0.0,96.0,,54.0,0.0,0.0,0.0,0.0,2.0,0.0,73.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653487412566,1653487412566,,1653487412566,1653487850682,1653487862216,1653487412566,1653487412566,1653487412566,1653487412566,1653487412566,
1653483654834,2022-05-25 06:00:54,2020.0,,,42.27,,,,,,,,,1.0,{},,,"{""lat"":37.2432363,""lng"":-122.1379213}",,,,,,,,,{},1653483654834,,,1653483654834,,,,,,,,,1653483654834
1653483602000,2022-05-25 06:00:02,,0.0,96.0,,18.0,0.0,0.0,0.0,0.0,2.0,0.0,73.0,,,{},"{""key1"":""Discharging""}",,{},{},{},{},{},{},{},{},,,1653483651841,1653483651841,,1653483651841,1653484269893,1653484257536,1653483651841,1653483651841,1653483651841,1653483651841,1653483651841,
1653445746000,2022-05-24 19:29:06,,0.0,96.0,,30.0,51.0,1.0,51.0,1.0,2.0,1.0,80.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653447619574,1653447619574,,1653447619574,1653448556619,1653448110444,1653447619574,1653447619574,1653447619574,1653447619574,1653447619574,
1653441579000,2022-05-24 18:19:39,,0.0,97.0,,140.0,50.0,3.0,50.0,3.0,3.0,1.0,84.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653444026915,1653444026915,,1653444026915,1653444651133,1653444160757,1653444026915,1653444026915,1653444026915,1653444026915,1653444026915,
1653440198000,2022-05-24 17:56:38,,0.0,95.0,,48.0,47.0,2.0,47.0,2.0,2.0,1.0,91.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653440657051,1653440657051,,1653440657051,1653440947351,1653440775322,1653440657051,1653440657051,1653440657051,1653440657051,1653440657051,
1653436874000,2022-05-24 17:01:14,,0.0,97.0,,45.0,45.0,3.0,45.0,3.0,2.0,1.0,98.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653436918492,1653436918492,,1653436918492,1653437098537,1653437433036,1653436918492,1653436918492,1653436918492,1653436918492,1653436918492,
1653431954000,2022-05-24 15:39:14,,0.0,97.0,,42.0,42.0,5.0,42.0,5.0,2.0,1.0,87.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653433241102,1653433241102,,1653433241102,1653433781233,1653433243677,1653433241102,1653433241102,1653433241102,1653433241102,1653433241102,
1653429103000,2022-05-24 14:51:43,,0.0,96.0,,18.0,37.0,3.0,37.0,3.0,2.0,1.0,98.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653429758474,1653429758474,,1653429758474,1653429980715,1653429982111,1653429758474,1653429758474,1653429758474,1653429758474,1653429758474,
1653423949000,2022-05-24 13:25:49,,0.0,96.0,,24.0,34.0,5.0,34.0,5.0,2.0,1.0,86.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653426013275,1653426013275,,1653426013275,1653426241365,1653426179344,1653426013275,1653426013275,1653426013275,1653426013275,1653426013275,
1653422353000,2022-05-24 12:59:13,,0.0,98.0,,41.0,29.0,13.0,29.0,13.0,2.0,1.0,80.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653422420306,1653422420306,,1653422420306,1653422592266,1653422468736,1653422420306,1653422420306,1653422420306,1653422420306,1653422420306,
1653418518000,2022-05-24 11:55:18,,0.0,94.0,,50.0,16.0,9.0,16.0,9.0,2.0,1.0,82.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653418835993,1653418835993,,1653418835993,1653418898598,1653418952556,1653418835993,1653418835993,1653418835993,1653418835993,1653418835993,
1653414625000,2022-05-24 10:50:25,,0.0,94.0,,21.0,7.0,6.0,7.0,6.0,2.0,1.0,78.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653415245232,1653415245232,,1653415245232,1653415527083,1653415479612,1653415245232,1653415245232,1653415245232,1653415245232,1653415245232,
1653411601000,2022-05-24 10:00:01,,0.0,94.0,,21.0,1.0,0.0,1.0,0.0,2.0,1.0,73.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653411615673,1653411615673,,1653411615673,1653412075429,1653411721746,1653411615673,1653411615673,1653411615673,1653411615673,1653411615673,
1653408001000,2022-05-24 09:00:01,,0.0,95.0,,42.0,1.0,0.0,1.0,0.0,2.0,1.0,69.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653408015381,1653408015381,,1653408015381,1653408290610,1653408503174,1653408015381,1653408015381,1653408015381,1653408015381,1653408015381,
1653402587000,2022-05-24 07:29:47,,32.0,94.0,,212.0,1.0,1.0,1.0,1.0,2.0,1.0,68.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653404437218,1653404437218,,1653404437218,1653404945530,1653404953661,1653404437218,1653404437218,1653404437218,1653404437218,1653404437218,
1653400982000,2022-05-24 07:03:02,,32.0,,,,,,,,,,,,,{},,,,,,,,,,,,,1653401024944,,,,,,,,,,,
1653400801000,2022-05-24 07:00:01,,0.0,95.0,,40.0,0.0,0.0,0.0,0.0,4.0,0.0,66.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653401023453,1653401023453,,1653401023453,1653401218826,1653401227972,1653401023453,1653401023453,1653401023453,1653401023453,1653401023453,
1653397251437,2022-05-24 06:00:51,2020.0,,,42.27,,,,,,,,,1.0,{},,,"{""lat"":37.2432363,""lng"":-122.1379213}",,,,,,,,,{},1653397251437,,,1653397251437,,,,,,,,,1653397251437
1653397202000,2022-05-24 06:00:02,,0.0,96.0,,35.0,0.0,0.0,0.0,0.0,4.0,0.0,66.0,,,{},"{""key1"":""Discharging""}",,{},{},{},{},{},{},{},{},,,1653397248326,1653397248326,,1653397248326,1653397646561,1653397677963,1653397248326,1653397248326,1653397248326,1653397248326,1653397248326,
1653361077000,2022-05-23 19:57:57,,0.0,96.0,,59.0,38.0,3.0,38.0,3.0,4.0,1.0,66.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653361241326,1653361241326,,1653361241326,1653361440695,1653361440321,1653361241326,1653361241326,1653361241326,1653361241326,1653361241326,
1653357601000,2022-05-23 19:00:01,,0.0,96.0,,70.0,35.0,0.0,35.0,0.0,2.0,1.0,71.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653357665654,1653357665654,,1653357665654,1653357777862,1653358355525,1653357665654,1653357665654,1653357665654,1653357665654,1653357665654,
1653354121000,2022-05-23 18:02:01,,0.0,95.0,,36.0,35.0,3.0,35.0,3.0,2.0,1.0,82.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653354197080,1653354197080,,1653354197080,1653354905443,1653355033596,1653354197080,1653354197080,1653354197080,1653354197080,1653354197080,
1653350400000,2022-05-23 17:00:00,,0.0,96.0,,42.0,32.0,0.0,32.0,0.0,2.0,1.0,84.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653350442348,1653350442348,,1653350442348,1653351147324,1653351377212,1653350442348,1653350442348,1653350442348,1653350442348,1653350442348,
1653345481000,2022-05-23 15:38:01,,0.0,96.0,,40.0,32.0,3.0,32.0,3.0,2.0,1.0,84.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653346968283,1653346968283,,1653346968283,1653347566421,1653347655478,1653346968283,1653346968283,1653346968283,1653346968283,1653346968283,
1653343021000,2022-05-23 14:57:01,,0.0,96.0,,33.0,29.0,8.0,29.0,8.0,2.0,1.0,80.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653343246109,1653343246109,,1653343246109,1653343758318,1653343296723,1653343246109,1653343246109,1653343246109,1653343246109,1653343246109,
1653339242000,2022-05-23 13:54:02,,0.0,96.0,,34.0,21.0,7.0,21.0,7.0,2.0,1.0,82.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653339638824,1653339638824,,1653339638824,1653339864305,1653340153055,1653339638824,1653339638824,1653339638824,1653339638824,1653339638824,
1653335652000,2022-05-23 12:54:12,,0.0,98.0,,32.0,14.0,3.0,14.0,3.0,3.0,1.0,75.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653336039793,1653336039793,,1653336039793,1653336242367,1653336410140,1653336039793,1653336039793,1653336039793,1653336039793,1653336039793,
1653331255000,2022-05-23 11:40:55,,0.0,96.0,,41.0,11.0,9.0,11.0,9.0,4.0,1.0,69.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653332437575,1653332437575,,1653332437575,1653332551430,1653332934606,1653332437575,1653332437575,1653332437575,1653332437575,1653332437575,
1653328562000,2022-05-23 10:56:02,,0.0,94.0,,40.0,2.0,2.0,2.0,2.0,2.0,1.0,68.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653328846595,1653328846595,,1653328846595,1653328935103,1653328853823,1653328846595,1653328846595,1653328846595,1653328846595,1653328846595,
1653325201000,2022-05-23 10:00:01,,0.0,96.0,,37.0,0.0,0.0,0.0,0.0,2.0,1.0,66.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653325245117,1653325245117,,1653325245117,1653325258937,1653325269399,1653325245117,1653325245117,1653325245117,1653325245117,1653325245117,
1653321601000,2022-05-23 09:00:01,,0.0,96.0,,35.0,0.0,0.0,0.0,0.0,2.0,1.0,62.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653321642001,1653321642001,,1653321642001,1653321840983,1653321982243,1653321642001,1653321642001,1653321642001,1653321642001,1653321642001,
1653318001000,2022-05-23 08:00:01,,32.0,96.0,,274.0,0.0,0.0,0.0,0.0,2.0,1.0,60.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653318040545,1653318040545,,1653318040545,1653318448666,1653318925812,1653318040545,1653318040545,1653318040545,1653318040545,1653318040545,
1653314583000,2022-05-23 07:03:03,,32.0,,,,,,,,,,,,,{},,,,,,,,,,,,,1653314717093,,,,,,,,,,,
1653314401000,2022-05-23 07:00:01,,0.0,96.0,,16.0,0.0,0.0,0.0,0.0,2.0,0.0,60.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653314715405,1653314715405,,1653314715405,1653315204847,1653315218426,1653314715405,1653314715405,1653314715405,1653314715405,1653314715405,
1653310839447,2022-05-23 06:00:39,2020.0,,,41.24,,,,,,,,,1.0,{},,,"{""lng"":-122.1379213,""lat"":37.2432363}",,,,,,,,,{},1653310839447,,,1653310839447,,,,,,,,,1653310839447
1653310802000,2022-05-23 06:00:02,,0.0,96.0,,25.0,0.0,0.0,0.0,0.0,2.0,0.0,59.0,,,{},"{""key1"":""Discharging""}",,{},{},{},{},{},{},{},{},,,1653310836363,1653310836363,,1653310836363,1653311587132,1653311623076,1653310836363,1653310836363,1653310836363,1653310836363,1653310836363,
1653274800000,2022-05-22 20:00:00,,0.0,97.0,,43.0,256.0,0.0,256.0,0.0,2.0,1.0,62.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653274843333,1653274843333,,1653274843333,1653274912602,1653275332458,1653274843333,1653274843333,1653274843333,1653274843333,1653274843333,
1653268752000,2022-05-22 18:19:12,,0.0,96.0,,33.0,256.0,2.0,256.0,2.0,2.0,1.0,66.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653271261979,1653271261979,,1653271261979,1653271731354,1653271446437,1653271261979,1653271261979,1653271261979,1653271261979,1653271261979,
1653267346000,2022-05-22 17:55:46,,0.0,96.0,,22.0,254.0,8.0,254.0,8.0,3.0,1.0,71.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653267651552,1653267651552,,1653267651552,1653267951831,1653267813609,1653267651552,1653267651552,1653267651552,1653267651552,1653267651552,
1653263438000,2022-05-22 16:50:38,,0.0,97.0,,34.0,246.0,6.0,246.0,6.0,3.0,1.0,77.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653264040504,1653264040504,,1653264040504,1653264183225,1653264545425,1653264040504,1653264040504,1653264040504,1653264040504,1653264040504,
1653260180000,2022-05-22 15:56:20,,0.0,97.0,,41.0,240.0,7.0,240.0,7.0,2.0,1.0,73.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653260452314,1653260452314,,1653260452314,1653261300843,1653260554998,1653260452314,1653260452314,1653260452314,1653260452314,1653260452314,
1653256076000,2022-05-22 14:47:56,,0.0,96.0,,36.0,233.0,21.0,233.0,21.0,2.0,1.0,73.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653256860720,1653256860720,,1653256860720,1653257288440,1653257365535,1653256860720,1653256860720,1653256860720,1653256860720,1653256860720,
1653252777000,2022-05-22 13:52:57,,0.0,96.0,,26.0,212.0,22.0,212.0,22.0,2.0,1.0,71.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653253254501,1653253254501,,1653253254501,1653253936572,1653253958389,1653253254501,1653253254501,1653253254501,1653253254501,1653253254501,
1653249389000,2022-05-22 12:56:29,,0.0,97.0,,19.0,190.0,28.0,190.0,28.0,3.0,1.0,68.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653249642247,1653249642247,,1653249642247,1653250274722,1653250215092,1653249642247,1653249642247,1653249642247,1653249642247,1653249642247,
1653245984000,2022-05-22 11:59:44,,0.0,93.0,,34.0,162.0,53.0,162.0,53.0,3.0,1.0,68.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653246033901,1653246033901,,1653246033901,1653246419962,1653246972532,1653246033901,1653246033901,1653246033901,1653246033901,1653246033901,
1653242276000,2022-05-22 10:57:56,,0.0,92.0,,37.0,109.0,45.0,109.0,45.0,2.0,1.0,66.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653242445740,1653242445740,,1653242445740,1653242715269,1653242757561,1653242445740,1653242445740,1653242445740,1653242445740,1653242445740,
1653238603000,2022-05-22 09:56:43,,0.0,93.0,,31.0,64.0,42.0,64.0,42.0,5.0,1.0,64.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653238846476,1653238846476,,1653238846476,1653239022315,1653238999410,1653238846476,1653238846476,1653238846476,1653238846476,1653238846476,
1653235119000,2022-05-22 08:58:39,,0.0,94.0,,24.0,22.0,14.0,22.0,14.0,2.0,1.0,62.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653235237866,1653235237866,,1653235237866,1653235432912,1653235383325,1653235237866,1653235237866,1653235237866,1653235237866,1653235237866,
1653231601000,2022-05-22 08:00:01,,32.0,94.0,,214.0,8.0,6.0,8.0,6.0,2.0,1.0,59.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653231630424,1653231630424,,1653231630424,1653231676143,1653231680824,1653231630424,1653231630424,1653231630424,1653231630424,1653231630424,
1653228182000,2022-05-22 07:03:02,,32.0,,,,,,,,,,,,,{},,,,,,,,,,,,,1653228227241,,,,,,,,,,,
1653227992000,2022-05-22 06:59:52,,0.0,95.0,,16.0,2.0,2.0,2.0,2.0,3.0,0.0,57.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653228225864,1653228225864,,1653228225864,1653228904360,1653228507699,1653228225864,1653228225864,1653228225864,1653228225864,1653228225864,
1653224434211,2022-05-22 06:00:34,2794.0,,,40.21,,,,,,,,,1.0,{},,,"{""lat"":37.2256743,""lng"":-122.143149}",,,,,,,,,{},1653224434211,,,1653224434211,,,,,,,,,1653224434211
1653224402000,2022-05-22 06:00:02,,0.0,95.0,,31.0,0.0,0.0,0.0,0.0,3.0,0.0,55.0,,,{},"{""key1"":""Discharging""}",,{},{},{},{},{},{},{},{},,,1653224431051,1653224431051,,1653224431051,1653225138485,1653225114013,1653224431051,1653224431051,1653224431051,1653224431051,1653224431051,
1653187402000,2022-05-21 19:43:22,,0.0,95.0,,36.0,306.0,5.0,306.0,5.0,3.0,1.0,62.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653188444043,1653188444043,,1653188444043,1653188975751,1653188569371,1653188444043,1653188444043,1653188444043,1653188444043,1653188444043,
1653182410000,2022-05-21 18:20:10,,0.0,96.0,,40.0,301.0,1.0,301.0,1.0,2.0,1.0,68.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653184848189,1653184848189,,1653184848189,1653185453574,1653185234930,1653184848189,1653184848189,1653184848189,1653184848189,1653184848189,
1653180489000,2022-05-21 17:48:09,,0.0,96.0,,24.0,300.0,11.0,300.0,11.0,4.0,1.0,68.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653181252083,1653181252083,,1653181252083,1653181439318,1653181311485,1653181252083,1653181252083,1653181252083,1653181252083,1653181252083,
1653177389000,2022-05-21 16:56:29,,0.0,94.0,,36.0,289.0,10.0,289.0,10.0,2.0,1.0,71.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653177636491,1653177636491,,1653177636491,1653178011524,1653177695720,1653177636491,1653177636491,1653177636491,1653177636491,1653177636491,
1653172988000,2022-05-21 15:43:08,,0.0,97.0,,41.0,279.0,5.0,279.0,5.0,3.0,1.0,73.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653174046760,1653174046760,,1653174046760,1653174315818,1653174155726,1653174046760,1653174046760,1653174046760,1653174046760,1653174046760,
1653170059000,2022-05-21 14:54:19,,0.0,91.0,,20.0,274.0,31.0,274.0,31.0,3.0,1.0,78.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653170451480,1653170451480,,1653170451480,1653170655134,1653170675291,1653170451480,1653170451480,1653170451480,1653170451480,1653170451480,
1653166623000,2022-05-21 13:57:03,,0.0,92.0,,78.0,243.0,18.0,243.0,18.0,2.0,1.0,75.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653166828411,1653166828411,,1653166828411,1653167748342,1653166859421,1653166828411,1653166828411,1653166828411,1653166828411,1653166828411,
1653163183000,2022-05-21 12:59:43,,0.0,75.0,,34.0,225.0,36.0,225.0,36.0,2.0,1.0,68.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653163287180,1653163287180,,1653163287180,1653164006983,1653164005461,1653163287180,1653163287180,1653163287180,1653163287180,1653163287180,
1653159001000,2022-05-21 11:50:01,,0.0,71.0,,24.0,189.0,69.0,189.0,69.0,2.0,1.0,64.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653159639061,1653159639061,,1653159639061,1653160336980,1653160252250,1653159639061,1653159639061,1653159639061,1653159639061,1653159639061,
1653155990000,2022-05-21 10:59:50,,0.0,68.0,,18.0,120.0,55.0,120.0,55.0,2.0,1.0,64.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653156025454,1653156025454,,1653156025454,1653156594875,1653156532226,1653156025454,1653156025454,1653156025454,1653156025454,1653156025454,
1653152332000,2022-05-21 09:58:52,,40.0,68.0,,56.0,65.0,48.0,65.0,48.0,3.0,1.0,60.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653152416336,1653152416336,,1653152416336,1653152713239,1653152922500,1653152416336,1653152416336,1653152416336,1653152416336,1653152416336,
1653148888000,2022-05-21 09:01:28,,40.0,,,,,,,,,,,,,{},,,,,,,,,,,,,1653152415182,,,,,,,,,,,
1653148616000,2022-05-21 08:56:56,,0.0,68.0,,35.0,17.0,11.0,17.0,11.0,3.0,1.0,59.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653148850784,1653148850784,,1653148850784,1653149110256,1653148997708,1653148850784,1653148850784,1653148850784,1653148850784,1653148850784,
1653145200000,2022-05-21 08:00:00,,32.0,68.0,,196.0,6.0,5.0,6.0,5.0,2.0,1.0,57.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653145229477,1653145229477,,1653145229477,1653145243733,1653145398076,1653145229477,1653145229477,1653145229477,1653145229477,1653145229477,
1653141782000,2022-05-21 07:03:02,,32.0,,,,,,,,,,,,,{},,,,,,,,,,,,,1653141809307,,,,,,,,,,,
1653140227000,2022-05-21 06:37:07,,0.0,68.0,,39.0,1.0,1.0,1.0,1.0,2.0,0.0,55.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653141807765,1653141807765,,1653141807765,1653141927224,1653142188771,1653141807765,1653141807765,1653141807765,1653141807765,1653141807765,
1653138170038,2022-05-21 06:02:50,2794.0,,,44.33,,,,,,,,,1.0,{},,,"{""lat"":37.2256743,""lng"":-122.143149}",,,,,,,,,{},1653138170038,,,1653138170038,,,,,,,,,1653138170038
1653138122000,2022-05-21 06:02:02,,0.0,65.0,,50.0,0.0,0.0,0.0,0.0,2.0,0.0,59.0,,,{},"{""key1"":""Discharging""}",,{},{},{},{},{},{},{},{},,,1653138166511,1653138166511,,1653138166511,1653138545243,1653138471750,1653138166511,1653138166511,1653138166511,1653138166511,1653138166511,
1653099663000,2022-05-20 19:21:03,,0.0,96.0,,47.0,146.0,4.0,146.0,4.0,2.0,2.0,60.0,,,{},"{""key1"":""Charging""}",,{},{},{},{},{},{},{},{},,,1653102055697,1653102055697,,1653102055697,1653102588581,1653102599635,1653102055697,1653102055697,1653102055697,1653102055697,1653102055697,
1653097495000,2022-05-20 18:44:55,,0.0,96.0,,28.0,142.0,6.0,142.0,6.0,2.0,2.0,68.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653098453130,1653098453130,,1653098453130,1653098871439,1653098948025,1653098453130,1653098453130,1653098453130,1653098453130,1653098453130,
1653093909000,2022-05-20 17:45:09,,0.0,96.0,,59.0,136.0,7.0,136.0,7.0,2.0,2.0,69.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653094825724,1653094825724,,1653094825724,1653095375928,1653094992333,1653094825724,1653094825724,1653094825724,1653094825724,1653094825724,
1653091536000,2022-05-20 17:05:36,,15.0,,,,,,,,,,,,,{},,,,,,,,,,,,,1653094824740,,,,,,,,,,,
1653090218000,2022-05-20 16:43:38,,0.0,96.0,,145.0,129.0,8.0,129.0,8.0,2.0,1.0,77.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653091391034,1653091391034,,1653091391034,1653091753714,1653091721657,1653091391034,1653091391034,1653091391034,1653091391034,1653091391034,
1653087499000,2022-05-20 15:58:19,,0.0,96.0,,42.0,121.0,27.0,121.0,27.0,2.0,1.0,68.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653087756872,1653087756872,,1653087756872,1653087912114,1653087909047,1653087756872,1653087756872,1653087756872,1653087756872,1653087756872,
1653084060000,2022-05-20 15:01:00,,0.0,95.0,,21.0,94.0,5.0,94.0,5.0,2.0,1.0,78.0,,,{},"{""key1"":""Charged""}",,{},{},{},{},{},{},{},{},,,1653084111798,1653084111798,,1653084111798,1653084379622,1653084835952,1653084111798,1653084111798,1653084111798,1653084111798,1653084111798,
