Timestamp,Human readable date,alerts,battery,connecttime,new-variable-1,new-variable,daily,hourly,maxmin,resets,temp,context_alerts,context_battery,context_connecttime,context_new-variable-1,context_new-variable,context_daily,context_hourly,context_maxmin,context_resets,context_temp,created_at_alerts,created_at_battery,created_at_connecttime,created_at_new-variable-1,created_at_new-variable,created_at_daily,created_at_hourly,created_at_maxmin,created_at_resets,created_at_temp
1625021724000,2021-06-29 19:55:24,0.0,97.0,229.0,87.0,9.0,87.0,9.0,3.0,0.0,77.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1625022235818,1625022235818,1625022235818,1625022311996,1625022251971,1625022235818,1625022235818,1625022235818,1625022235818,1625022235818
1625018436000,2021-06-29 19:00:36,0.0,97.0,42.0,78.0,7.0,78.0,7.0,3.0,0.0,78.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1625018448322,1625018448322,1625018448322,1625018792296,1625018640480,1625018448322,1625018448322,1625018448322,1625018448322,1625018448322
1625014777000,2021-06-29 17:59:37,0.0,97.0,40.0,71.0,13.0,71.0,13.0,4.0,0.0,82.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1625014846699,1625014846699,1625014846699,1625015071379,1625014988307,1625014846699,1625014846699,1625014846699,1625014846699,1625014846699
1625010649000,2021-06-29 16:50:49,0.0,97.0,16.0,58.0,8.0,58.0,8.0,2.0,0.0,87.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1625011221119,1625011221119,1625011221119,1625011555908,1625011309617,1625011221119,1625011221119,1625011221119,1625011221119,1625011221119
1625007455000,2021-06-29 15:57:35,0.0,96.0,40.0,50.0,6.0,50.0,6.0,2.0,0.0,84.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1625007645370,1625007645370,1625007645370,1625008127852,1625007667231,1625007645370,1625007645370,1625007645370,1625007645370,1625007645370
1625003230000,2021-06-29 14:47:10,0.0,97.0,15.0,44.0,9.0,44.0,9.0,2.0,0.0,87.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1625004020236,1625004020236,1625004020236,1625004356078,1625004190216,1625004020236,1625004020236,1625004020236,1625004020236,1625004020236
1624997966000,2021-06-29 13:19:26,0.0,97.0,39.0,35.0,4.0,35.0,4.0,2.0,0.0,82.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1625000443740,1625000443740,1625000443740,1625000648988,1625000527142,1625000443740,1625000443740,1625000443740,1625000443740,1625000443740
1624996692000,2021-06-29 12:58:12,0.0,97.0,35.0,31.0,10.0,31.0,10.0,2.0,0.0,77.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624996839537,1624996839537,1624996839537,1624997004481,1624996924362,1624996839537,1624996839537,1624996839537,1624996839537,1624996839537
1624991475000,2021-06-29 11:31:15,0.0,96.0,23.0,21.0,6.0,21.0,6.0,3.0,0.0,78.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624993227122,1624993227122,1624993227122,1624993233831,1624993390073,1624993227122,1624993227122,1624993227122,1624993227122,1624993227122
1624989274000,2021-06-29 10:54:34,0.0,96.0,16.0,15.0,5.0,15.0,5.0,3.0,0.0,73.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624989619367,1624989619367,1624989619367,1624989675098,1624989765487,1624989619367,1624989619367,1624989619367,1624989619367,1624989619367
1624985711000,2021-06-29 09:55:11,0.0,96.0,19.0,10.0,7.0,10.0,7.0,3.0,0.0,71.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624986022416,1624986022416,1624986022416,1624986055489,1624986280082,1624986022416,1624986022416,1624986022416,1624986022416,1624986022416
1624982232000,2021-06-29 08:57:12,0.0,96.0,22.0,3.0,2.0,3.0,2.0,3.0,0.0,69.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624982424837,1624982424837,1624982424837,1624982603897,1624982454806,1624982424837,1624982424837,1624982424837,1624982424837,1624982424837
1624978274000,2021-06-29 07:51:14,0.0,96.0,43.0,1.0,1.0,1.0,1.0,2.0,0.0,66.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624978845327,1624978845327,1624978845327,1624979039076,1624979240295,1624978845327,1624978845327,1624978845327,1624978845327,1624978845327
1624975243000,2021-06-29 07:00:43,0.0,97.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624975245015,1624975245015,1624975245015,1624975370110,1624975378293,1624975245015,1624975245015,1624975245015,1624975245015,1624975245015
1624933870000,2021-06-28 19:31:10,0.0,98.0,242.0,59.0,2.0,59.0,2.0,3.0,0.0,73.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624935845236,1624935845236,1624935845236,1624936224276,1624935956881,1624935845236,1624935845236,1624935845236,1624935845236,1624935845236
1624929490000,2021-06-28 18:18:10,0.0,97.0,35.0,57.0,2.0,57.0,2.0,2.0,0.0,78.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624932038426,1624932038426,1624932038426,1624932266302,1624932075304,1624932038426,1624932038426,1624932038426,1624932038426,1624932038426
1624927918000,2021-06-28 17:51:58,0.0,98.0,18.0,55.0,3.0,55.0,3.0,2.0,0.0,82.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624928444683,1624928444683,1624928444683,1624928460091,1624928474423,1624928444683,1624928444683,1624928444683,1624928444683,1624928444683
1624924693000,2021-06-28 16:58:13,0.0,97.0,19.0,52.0,8.0,52.0,8.0,2.0,0.0,86.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624924824920,1624924824920,1624924824920,1624925063874,1624925142896,1624924824920,1624924824920,1624924824920,1624924824920,1624924824920
1624921166000,2021-06-28 15:59:26,0.0,97.0,37.0,44.0,4.0,44.0,4.0,2.0,0.0,86.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624921242305,1624921242305,1624921242305,1624921269384,1624921442592,1624921242305,1624921242305,1624921242305,1624921242305,1624921242305
1624917648000,2021-06-28 15:00:48,0.0,97.0,61.0,40.0,5.0,40.0,5.0,4.0,0.0,87.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624917666703,1624917666703,1624917666703,1624917687695,1624917776513,1624917666703,1624917666703,1624917666703,1624917666703,1624917666703
1624912739000,2021-06-28 13:38:59,0.0,97.0,17.0,35.0,1.0,35.0,1.0,2.0,0.0,82.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624914022279,1624914022279,1624914022279,1624914088616,1624914042212,1624914022279,1624914022279,1624914022279,1624914022279,1624914022279
1624909636000,2021-06-28 12:47:16,0.0,99.0,35.0,34.0,10.0,34.0,10.0,4.0,0.0,77.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624910439871,1624910439871,1624910439871,1624910452019,1624910442105,1624910439871,1624910439871,1624910439871,1624910439871,1624910439871
1624905385000,2021-06-28 11:36:25,0.0,96.0,37.0,24.0,12.0,24.0,12.0,3.0,0.0,75.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624906841886,1624906841886,1624906841886,1624906997099,1624907003882,1624906841886,1624906841886,1624906841886,1624906841886,1624906841886
1624902876000,2021-06-28 10:54:36,0.0,96.0,23.0,12.0,6.0,12.0,6.0,3.0,0.0,71.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624903226821,1624903226821,1624903226821,1624903329105,1624903414378,1624903226821,1624903226821,1624903226821,1624903226821,1624903226821
1624899551000,2021-06-28 09:59:11,0.0,97.0,35.0,6.0,6.0,6.0,6.0,2.0,0.0,68.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624899638742,1624899638742,1624899638742,1624899700339,1624899879707,1624899638742,1624899638742,1624899638742,1624899638742,1624899638742
1624896020000,2021-06-28 09:00:20,0.0,97.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624896021348,1624896021348,1624896021348,1624896240151,1624896282592,1624896021348,1624896021348,1624896021348,1624896021348,1624896021348
1624892416000,2021-06-28 08:00:16,0.0,97.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624892418417,1624892418417,1624892418417,1624892834320,1624892508897,1624892418417,1624892418417,1624892418417,1624892418417,1624892418417
1624888817000,2021-06-28 07:00:17,0.0,97.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624888819011,1624888819011,1624888819011,1624888827787,1624889023985,1624888819011,1624888819011,1624888819011,1624888819011,1624888819011
1624849221000,2021-06-27 20:00:21,0.0,97.0,19.0,263.0,0.0,263.0,0.0,0.0,0.0,73.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624849236718,1624849236718,1624849236718,1624849575326,1624849262202,1624849236718,1624849236718,1624849236718,1624849236718,1624849236718
1624845316000,2021-06-27 18:55:16,0.0,98.0,34.0,263.0,6.0,263.0,6.0,2.0,0.0,77.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624845651500,1624845651500,1624845651500,1624845949205,1624845710833,1624845651500,1624845651500,1624845651500,1624845651500,1624845651500
1624841193000,2021-06-27 17:46:33,0.0,97.0,36.0,257.0,8.0,257.0,8.0,2.0,0.0,80.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624842053215,1624842053215,1624842053215,1624842144388,1624842387131,1624842053215,1624842053215,1624842053215,1624842053215,1624842053215
1624837368000,2021-06-27 16:42:48,0.0,97.0,38.0,249.0,3.0,249.0,3.0,2.0,0.0,86.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624838454153,1624838454153,1624838454153,1624838936887,1624838753283,1624838454153,1624838454153,1624838454153,1624838454153,1624838454153
1624834179000,2021-06-27 15:49:39,0.0,96.0,28.0,246.0,15.0,246.0,15.0,2.0,0.0,86.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624834844922,1624834844922,1624834844922,1624834878886,1624834952684,1624834844922,1624834844922,1624834844922,1624834844922,1624834844922
1624830814000,2021-06-27 14:53:34,0.0,97.0,17.0,231.0,20.0,231.0,20.0,3.0,0.0,86.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624831233390,1624831233390,1624831233390,1624831489096,1624831451202,1624831233390,1624831233390,1624831233390,1624831233390,1624831233390
1624827073000,2021-06-27 13:51:13,0.0,97.0,22.0,211.0,13.0,211.0,13.0,3.0,0.0,84.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624827636773,1624827636773,1624827636773,1624827861797,1624827949351,1624827636773,1624827636773,1624827636773,1624827636773,1624827636773
1624823666000,2021-06-27 12:54:26,0.0,97.0,42.0,198.0,28.0,198.0,28.0,2.0,0.0,80.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624824056797,1624824056797,1624824056797,1624824194283,1624824355337,1624824056797,1624824056797,1624824056797,1624824056797,1624824056797
1624820395000,2021-06-27 11:59:55,0.0,95.0,19.0,170.0,52.0,170.0,52.0,2.0,0.0,78.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624820431431,1624820431431,1624820431431,1624820527576,1624820561682,1624820431431,1624820431431,1624820431431,1624820431431,1624820431431
1624816677000,2021-06-27 10:57:57,0.0,95.0,15.0,118.0,40.0,118.0,40.0,2.0,0.0,78.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624816825487,1624816825487,1624816825487,1624816886389,1624817012890,1624816825487,1624816825487,1624816825487,1624816825487,1624816825487
1624812746000,2021-06-27 09:52:26,0.0,96.0,20.0,78.0,56.0,78.0,56.0,4.0,0.0,77.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624813226483,1624813226483,1624813226483,1624813346777,1624813233664,1624813226483,1624813226483,1624813226483,1624813226483,1624813226483
1624809466000,2021-06-27 08:57:46,0.0,96.0,88.0,22.0,18.0,22.0,18.0,2.0,0.0,75.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624809691774,1624809691774,1624809691774,1624810088705,1624809750520,1624809691774,1624809691774,1624809691774,1624809691774,1624809691774
1624805365000,2021-06-27 07:49:25,0.0,96.0,15.0,4.0,2.0,4.0,2.0,2.0,0.0,71.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624806018219,1624806018219,1624806018219,1624806110994,1624806058365,1624806018219,1624806018219,1624806018219,1624806018219,1624806018219
1624801512000,2021-06-27 06:45:12,0.0,96.0,16.0,2.0,2.0,2.0,2.0,3.0,0.0,66.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624802418779,1624802418779,1624802418779,1624802727483,1624802608093,1624802418779,1624802418779,1624802418779,1624802418779,1624802418779
1624762889000,2021-06-26 20:01:29,0.0,97.0,15.0,348.0,2.0,348.0,2.0,3.0,0.0,71.0,b'{}',"b'{""key1"":""Discharging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624766438357,1624766438357,1624766438357,1624766808784,1624766698540,1624766438357,1624766438357,1624766438357,1624766438357,1624766438357
1624759909000,2021-06-26 19:11:49,0.0,97.0,20.0,346.0,1.0,346.0,1.0,2.0,0.0,75.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624762842583,1624762842583,1624762842583,1624763266886,1624762933857,1624762842583,1624762842583,1624762842583,1624762842583,1624762842583
1624758953000,2021-06-26 18:55:53,0.0,97.0,17.0,345.0,6.0,345.0,6.0,4.0,0.0,80.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624759240196,1624759240196,1624759240196,1624759374192,1624759768101,1624759240196,1624759240196,1624759240196,1624759240196,1624759240196
1624755104000,2021-06-26 17:51:44,0.0,97.0,37.0,339.0,3.0,339.0,3.0,2.0,0.0,78.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624755659200,1624755659200,1624755659200,1624755799638,1624756903843,1624755659200,1624755659200,1624755659200,1624755659200,1624755659200
1624751776000,2021-06-26 16:56:16,0.0,97.0,18.0,336.0,5.0,336.0,5.0,2.0,0.0,84.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624752040001,1624752040001,1624752040001,1624752103112,1624752537590,1624752040001,1624752040001,1624752040001,1624752040001,1624752040001
1624748089000,2021-06-26 15:54:49,0.0,98.0,16.0,331.0,18.0,331.0,18.0,6.0,0.0,84.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624748437807,1624748437807,1624748437807,1624748605412,1624748888686,1624748437807,1624748437807,1624748437807,1624748437807,1624748437807
1624744046000,2021-06-26 14:47:26,0.0,97.0,15.0,313.0,24.0,313.0,24.0,2.0,0.0,86.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624744836147,1624744836147,1624744836147,1624745025706,1624745156681,1624744836147,1624744836147,1624744836147,1624744836147,1624744836147
1624740904000,2021-06-26 13:55:04,0.0,97.0,15.0,289.0,32.0,289.0,32.0,2.0,0.0,80.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624741236178,1624741236178,1624741236178,1624741499939,1624741402174,1624741236178,1624741236178,1624741236178,1624741236178,1624741236178
1624737255000,2021-06-26 12:54:15,0.0,97.0,16.0,257.0,40.0,257.0,40.0,3.0,0.0,78.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624737633904,1624737633904,1624737633904,1624737802700,1624738413930,1624737633904,1624737633904,1624737633904,1624737633904,1624737633904
1624733835000,2021-06-26 11:57:15,0.0,96.0,43.0,217.0,50.0,217.0,50.0,2.0,0.0,77.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624734058862,1624734058862,1624734058862,1624734094997,1624734882893,1624734058862,1624734058862,1624734058862,1624734058862,1624734058862
1624730366000,2021-06-26 10:59:26,0.0,97.0,35.0,167.0,94.0,167.0,94.0,3.0,0.0,75.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624730447549,1624730447549,1624730447549,1624730479484,1624730486584,1624730447549,1624730447549,1624730447549,1624730447549,1624730447549
1624726728000,2021-06-26 09:58:48,0.0,96.0,16.0,73.0,45.0,73.0,45.0,3.0,0.0,75.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624726822834,1624726822834,1624726822834,1624726895063,1624726995089,1624726822834,1624726822834,1624726822834,1624726822834,1624726822834
1624723235000,2021-06-26 09:00:35,0.0,96.0,35.0,28.0,14.0,28.0,14.0,2.0,0.0,71.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624723239895,1624723239895,1624723239895,1624723358980,1624723608086,1624723239895,1624723239895,1624723239895,1624723239895,1624723239895
1624719201000,2021-06-26 07:53:21,0.0,97.0,20.0,14.0,13.0,14.0,13.0,3.0,0.0,71.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624719623681,1624719623681,1624719623681,1624719706624,1624720048214,1624719623681,1624719623681,1624719623681,1624719623681,1624719623681
1624714636000,2021-06-26 06:37:16,0.0,97.0,20.0,1.0,1.0,1.0,1.0,2.0,0.0,68.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624716022662,1624716022662,1624716022662,1624716060314,1624716038393,1624716022662,1624716022662,1624716022662,1624716022662,1624716022662
1624674305000,2021-06-25 19:25:05,0.0,98.0,35.0,105.0,9.0,105.0,9.0,2.0,0.0,66.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624676442902,1624676442902,1624676442902,1624676534546,1624676506688,1624676442902,1624676442902,1624676442902,1624676442902,1624676442902
1624670249000,2021-06-25 18:17:29,0.0,99.0,49.0,96.0,1.0,96.0,1.0,2.0,0.0,69.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624672856250,1624672856250,1624672856250,1624673113511,1624673044709,1624672856250,1624672856250,1624672856250,1624672856250,1624672856250
1624669266000,2021-06-25 18:01:06,0.0,99.0,365.0,95.0,3.0,95.0,3.0,2.0,0.0,71.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624669573811,1624669573811,1624669573811,1624669736876,1624669719431,1624669573811,1624669573811,1624669573811,1624669573811,1624669573811
1624665270000,2021-06-25 16:54:30,0.0,97.0,24.0,92.0,14.0,92.0,14.0,2.0,0.0,78.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624665631369,1624665631369,1624665631369,1624665784189,1624665677409,1624665631369,1624665631369,1624665631369,1624665631369,1624665631369
1624661614000,2021-06-25 15:53:34,0.0,98.0,17.0,78.0,8.0,78.0,8.0,2.0,0.0,77.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624662023366,1624662023366,1624662023366,1624662109014,1624662116111,1624662023366,1624662023366,1624662023366,1624662023366,1624662023366
1624658350000,2021-06-25 14:59:10,0.0,97.0,19.0,70.0,14.0,70.0,14.0,3.0,0.0,78.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624658425659,1624658425659,1624658425659,1624658505005,1624658613679,1624658425659,1624658425659,1624658425659,1624658425659,1624658425659
1624654691000,2021-06-25 13:58:11,0.0,98.0,45.0,56.0,13.0,56.0,13.0,2.0,0.0,78.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624654850318,1624654850318,1624654850318,1624654940178,1624654858619,1624654850318,1624654850318,1624654850318,1624654850318,1624654850318
1624651135000,2021-06-25 12:58:55,0.0,99.0,20.0,43.0,16.0,43.0,16.0,2.0,0.0,73.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624651225300,1624651225300,1624651225300,1624651282596,1624651304890,1624651225300,1624651225300,1624651225300,1624651225300,1624651225300
1624646570000,2021-06-25 11:42:50,0.0,96.0,35.0,27.0,10.0,27.0,10.0,2.0,0.0,71.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624647639206,1624647639206,1624647639206,1624647822350,1624647715900,1624647639206,1624647639206,1624647639206,1624647639206,1624647639206
1624644018000,2021-06-25 11:00:18,0.0,97.0,40.0,17.0,8.0,17.0,8.0,2.0,0.0,59.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624644042179,1624644042179,1624644042179,1624644200174,1624644060106,1624644042179,1624644042179,1624644042179,1624644042179,1624644042179
1624639429000,2021-06-25 09:43:49,0.0,97.0,20.0,9.0,7.0,9.0,7.0,3.0,0.0,59.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624640423242,1624640423242,1624640423242,1624640479644,1624640576274,1624640423242,1624640423242,1624640423242,1624640423242,1624640423242
1624633889000,2021-06-25 08:11:29,0.0,97.0,17.0,2.0,1.0,2.0,1.0,2.0,0.0,57.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624636819038,1624636819038,1624636819038,1624637012298,1624636914402,1624636819038,1624636819038,1624636819038,1624636819038,1624636819038
1624631632000,2021-06-25 07:33:52,0.0,97.0,12.0,1.0,1.0,1.0,1.0,2.0,0.0,51.0,b'{}',"b'{""key1"":""Discharging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624633247909,1624633247909,1624633247909,1624633306188,1624633248220,1624633247909,1624633247909,1624633247909,1624633247909,1624633247909
1624629636000,2021-06-25 07:00:36,0.0,98.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,b'{}',"b'{""key1"":""Charging""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624629637135,1624629637135,1624629637135,1624629860299,1624629691512,1624629637135,1624629637135,1624629637135,1624629637135,1624629637135
1624587985000,2021-06-24 19:26:25,0.0,100.0,42.0,83.0,9.0,83.0,9.0,2.0,0.0,42.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624590044750,1624590044750,1624590044750,1624590330189,1624590129424,1624590044750,1624590044750,1624590044750,1624590044750,1624590044750
1624585092000,2021-06-24 18:38:12,0.0,100.0,20.0,74.0,6.0,74.0,6.0,2.0,0.0,60.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624586422610,1624586422610,1624586422610,1624586518488,1624586694707,1624586422610,1624586422610,1624586422610,1624586422610,1624586422610
1624580805000,2021-06-24 17:26:45,0.0,100.0,39.0,68.0,3.0,68.0,3.0,3.0,0.0,62.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624582841335,1624582841335,1624582841335,1624583309180,1624583054375,1624582841335,1624582841335,1624582841335,1624582841335,1624582841335
1624578806000,2021-06-24 16:53:26,0.0,100.0,20.0,65.0,7.0,65.0,7.0,3.0,0.0,48.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624579222009,1624579222009,1624579222009,1624579294780,1624579282857,1624579222009,1624579222009,1624579222009,1624579222009,1624579222009
1624575343000,2021-06-24 15:55:43,0.0,100.0,23.0,58.0,6.0,58.0,6.0,2.0,0.0,69.0,b'{}',"b'{""key1"":""Charged""}'",b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',b'{}',1624575624959,1624575624959,1624575624959,1624575685602,1624575895850,1624575624959,1624575624959,1624575624959,1624575624959,1624575624959
